family,method,seed,qbe_high_bands,qbe_total,spectral_jsd,hks_distance,final_loss,train_time_s,qbe_band_0,qbe_band_1,qbe_band_2,qbe_band_3,qbe_band_4,qbe_band_5,qbe_band_6,qbe_band_7
SBM(q=0.05),uniform,0,0.07196998436482685,0.33436700767112043,0.0,0.0,1.6449987785890698,65.83473587036133,0.2919529243251361,0.0,0.005219483993525557,0.009292470859354252,0.014754578815007385,0.09052978085987004,0.11744431291884797,0.06515126486558201
SBM(q=0.05),spectral,0,0.03370900195764396,0.16104359166481,0.0,0.0,1.6411600643768907,79.93760275840759,0.1348644010853065,0.0,0.008444702085289704,0.00739996755783244,0.0005081706363632421,0.02955543363524818,0.07746755994160034,0.027304843617364072
SBM(q=0.05),uniform,1,0.11897671508045365,0.5531934914458152,0.0,0.0,9.88529011211358,66.03803777694702,0.48804429288135887,0.0,0.007605171530600904,0.004532261028943368,0.03005067300240477,0.13920885212706202,0.16847268722098024,0.13817464797136758
SBM(q=0.05),spectral,1,0.09257034280824165,0.45258787059223987,0.0,0.0,10.026056546717882,81.20240664482117,0.40453739663090127,0.0,0.025954416670687888,0.008301608727246834,0.035489155650864856,0.09565158883997787,0.14640220285357441,0.09273842388854948
SBM(q=0.05),uniform,2,0.03280885877547909,0.07931081144189829,0.0,0.0,20.16456046095118,65.14450883865356,0.03419920985333652,0.0,0.009405318262361233,0.011513016499468318,0.03437702290835906,0.01308724059737737,0.04623007257172981,0.0375410990244501
SBM(q=0.05),spectral,2,0.05160431077318677,0.14258685689741535,0.0,0.0,19.277597960550338,80.69435501098633,0.062244172551568736,0.0,0.05828532700360866,0.023751354581588325,0.031068194477990724,0.0340232002899985,0.08455644758922723,0.056769400735530634
SBM(q=0.05),uniform,3,0.025213201499170744,0.11207073199082535,0.0,0.0,1.9693869601469487,64.99646401405334,0.09247073158287152,0.0,0.006482713919488958,0.013551961872536274,0.0006564132303820969,0.02846319844435799,0.05000734309788343,0.021725851224059456
SBM(q=0.05),spectral,3,0.029317607582143017,0.07916319999833347,0.0,0.0,1.9982126399409026,80.01339101791382,0.03978380145631778,0.0,0.00590005670080905,0.016804552475953645,0.0273910098477457,0.006060955291509684,0.047700932250168054,0.03611753293914863
SBM(q=0.05),uniform,4,0.06874628888785728,0.2516252177774845,0.0,0.0,2.936830558348447,66.10547924041748,0.19201016426529646,0.0,0.0375270839663638,0.013872784167613294,0.015787561576077747,0.05864605696828826,0.1231618371087638,0.07738969989829932
SBM(q=0.05),spectral,4,0.11773394570328582,0.5485515489888545,0.0,0.0,3.0319855348207057,79.85105323791504,0.49126904581947667,0.0,0.011815764356311202,0.008517498650022205,0.09622037828169124,0.1395626635011567,0.15609170771915076,0.07906103331114461
