family,t_knee,seed,spectral_gap_ratio,qbe_total,qbe_high_bands,final_loss,train_time_s
SBM(q=0.01),0.05,0,0.06281307913616879,0.0551719279442428,0.0155749358488479,0.5900390595197678,38.22140717506409
SBM(q=0.01),0.05,1,0.06281307913616879,0.15171691233251977,0.04095228644037881,0.638880961574614,38.2423837184906
SBM(q=0.01),0.05,2,0.06281307913616879,0.10349671880023274,0.03693399009427406,11.119408905971795,37.97087049484253
SBM(q=0.01),0.05,3,0.06281307913616879,0.10140419626705045,0.03741334689178318,1.3680512038990855,38.72884821891785
SBM(q=0.01),0.05,4,0.06281307913616879,0.17957999516389397,0.04858877526247615,8.067379336804152,37.56940674781799
SBM(q=0.01),0.1,0,0.06281307913616879,0.05524458405810511,0.0156389088101426,0.5898085027001798,37.66643953323364
SBM(q=0.01),0.1,1,0.06281307913616879,0.1518921309979965,0.04097452227094257,0.6388338399119675,37.111605405807495
SBM(q=0.01),0.1,2,0.06281307913616879,0.10392136445430467,0.037062412251230484,11.119309850037098,37.900763750076294
SBM(q=0.01),0.1,3,0.06281307913616879,0.10188505820819227,0.03737295360711969,1.3682896178215742,38.55412793159485
SBM(q=0.01),0.1,4,0.06281307913616879,0.1796600634037462,0.04858518789542922,8.067258480004966,37.68249845504761
SBM(q=0.01),0.15,0,0.06281307913616879,0.05539318060842528,0.015741570464201805,0.5896033975295722,37.405646085739136
SBM(q=0.01),0.15,1,0.06281307913616879,0.15228937155693556,0.041051881775584956,0.6387948947958648,36.785560846328735
SBM(q=0.01),0.15,2,0.06281307913616879,0.10463688126285214,0.03728374077493203,11.11935861222446,37.68961048126221
SBM(q=0.01),0.15,3,0.06281307913616879,0.10199055809922429,0.03735804957737733,1.3683354766108096,37.03182816505432
SBM(q=0.01),0.15,4,0.06281307913616879,0.1796710687114982,0.04856882218999298,8.067205485422164,37.4286789894104
SBM(q=0.01),0.2,0,0.06281307913616879,0.05555929905841416,0.015841171313216905,0.5894295894540846,36.75523138046265
SBM(q=0.01),0.2,1,0.06281307913616879,0.1527093236372737,0.04114663543093644,0.6387679176405072,37.36125874519348
SBM(q=0.01),0.2,2,0.06281307913616879,0.10506866630578682,0.03741379115128964,11.119378339964896,37.26476740837097
SBM(q=0.01),0.2,3,0.06281307913616879,0.1024509583246837,0.03732766222182715,1.3682779553346336,36.8319730758667
SBM(q=0.01),0.2,4,0.06281307913616879,0.17958657320946725,0.048536257729382096,8.067208046559244,36.36210751533508
SBM(q=0.01),0.3,0,0.06281307913616879,0.055976240712190775,0.016090887394182553,0.589126989711076,36.66175127029419
SBM(q=0.01),0.3,1,0.06281307913616879,0.15352240884505758,0.0412909933098131,0.6388011812232435,35.8595929145813
SBM(q=0.01),0.3,2,0.06281307913616879,0.10635625278633301,0.037770684024156065,11.119446098804474,36.01116681098938
SBM(q=0.01),0.3,3,0.06281307913616879,0.10267031594896847,0.037320582026868804,1.368202126584947,36.61743998527527
SBM(q=0.01),0.3,4,0.06281307913616879,0.17914131280030413,0.048440539903296144,8.067285454832017,36.00550055503845
SBM(q=0.05),0.05,0,0.2910071257977564,0.8851879924754822,0.19923777056040934,0.6297645336017013,38.492088079452515
